Shot_ID,Type,Start_Time,End_Time,Duration,Status,Lyrics,Concept,Visual_Prompt,Image_Path,Video_Path
S021,Vocal,62.258,64.762,2.504,Pending,,"A slow-motion cherry blossom falls past Kitty’s face as she leans back in her hoverbike, barefoot and grinning beneath a violet-tinged neon sky — petals glinting like jewels against her chrome armor. The wind catches strands of her hair as the city fades into blurred streaks behind them.","**Scene Keywords & Visual Details for AI Image Generator:**

* **Main Subject:**  
  - A young woman (Kitty) with bare feet, leaning back in a sleek hoverbike — relaxed posture, wide grin, eyes sparkling with joy  
  - Hair flowing freely, caught by wind — strands lifted dynamically  
  - Wearing chrome-plated armor with reflective surfaces catching neon light — hints of metallic sheen and futuristic design  

* **Action & Motion:**  
  - Slow-motion capture: a single cherry blossom petal drifting past her face (blurred motion trail around the petal)  
  - Hoverbike gliding forward, slight tilt suggesting momentum and freedom  
  - Wind distortion effect on clothing/hair — dynamic movement lines visible in air  

* **Environment & Atmosphere:**  
  - Urban skyline fading into motion blur behind them — streaks of lights, buildings blurred horizontally to imply speed  
  - Sky: deep violet-tinged neon glow — gradient from indigo near horizon to electric purple above  
  - Ambient city lights reflected subtly on chrome armor and wet pavement (if present)  

* **Lighting & Color Palette:**  
  - Neon-infused ambient lighting — cool tones with pops of magenta, cyan, and lavender  
  - Cherry blossom petals: iridescent gold-pink glints like jewels under neon glow — refracting light as they drift  
  - Contrasting warm skin tone against cold chrome and violet sky  

* **Style & Mood:**  
  - Cinematic slow-motion aesthetic with shallow depth of field (background blurred, focus on Kitty’s face and petal)  
  - Futuristic cyberpunk meets romantic spring atmosphere — delicate nature vs. mechanical cityscape  
  - Emotional tone: carefree joy, freedom, beauty in motion  

* **No Text Overlays:**  
  - Pure visual storytelling — no captions or logos  

**Prompt for AI Image Generator (Example):**

> A slow-motion shot of a joyful young woman, Kitty, barefoot and grinning as she leans back on her sleek chrome hoverbike, wind lifting strands of her hair. A single glowing cherry blossom petal drifts past her face like a jewel in neon light — petals shimmering with iridescent gold-pink tones. Behind her: the city blurs into streaks of electric lights under a violet-tinged cyberpunk sky. Futuristic chrome armor reflects ambient neon, creating dynamic highlights. Cinematic composition, shallow depth of field, motion blur on background, dreamlike atmosphere blending nature and tech — no text overlays.

Let me know if you’d like to adjust the mood, setting (e.g., rainy night, desert city), or add more characters!",,
S022,Action,64.762,67.21602542372285,2.454025423722846,Pending,,,,,
S023,Action,67.21602542372285,68.864,1.647974576277154,Pending,,,,,
S024,Vocal,68.864,72.73,3.866,Pending,,,,,
S025,Action,72.73,73.473,0.743,Pending,,,,,
S026,Vocal,73.473,78.473,5.0,Pending,,,,,
S027,Vocal,78.473,83.473,5.0,Pending,,,,,
S028,Vocal,83.473,86.802,3.329,Pending,,,,,
S029,Action,86.802,88.773,1.971,Pending,,,,,
S030,Vocal,88.773,89.941,1.168,Pending,,,,,
S031,Action,89.941,93.91039416953157,3.9693941695315775,Pending,,,,,
S032,Action,93.91039416953157,96.81003280010005,2.8996386305684765,Pending,,,,,
S033,Action,96.81003280010005,99.97728036668474,3.16724756658469,Pending,,,,,
S034,Action,99.97728036668474,103.9536088033437,3.976328436658963,Pending,,,,,
S035,Action,103.9536088033437,106.59380259383862,2.640193790494913,Pending,,,,,
S036,Action,106.59380259383862,107.296,0.7021974061613809,Pending,,,,,
S037,Vocal,107.296,112.296,5.0,Pending,,,,,
S038,Vocal,112.296,117.296,5.0,Pending,,,,,
S039,Vocal,117.296,121.913,4.617,Pending,,,,,
S040,Action,121.913,123.95782998269637,2.044829982696365,Pending,,,,,
S041,Action,123.95782998269637,126.74960847990579,2.7917784972094246,Pending,,,,,
S042,Action,126.74960847990579,129.74090783922142,2.9912993593156374,Pending,,,,,
S043,Action,129.74090783922142,131.8619154005684,2.121007561346959,Pending,,,,,
S044,Action,131.8619154005684,134.21761556358862,2.3557001630202365,Pending,,,,,
S045,Action,134.21761556358862,137.41344064372993,3.195825080141323,Pending,,,,,
S046,Action,137.41344064372993,138.725,1.3115593562700543,Pending,,,,,
S047,Vocal,138.725,141.26,2.535,Pending,,,,,
S048,Action,141.26,142.214,0.954,Pending,,,,,
S049,Vocal,142.214,147.214,5.0,Pending,,,,,
S050,Vocal,147.214,152.214,5.0,Pending,,,,,
S051,Vocal,152.214,156.165,3.951,Pending,,,,,
S052,Action,156.165,157.325,1.16,Pending,,,,,
S053,Vocal,157.325,162.325,5.0,Pending,,,,,
S054,Vocal,162.325,163.322,0.997,Pending,,,,,
S055,Action,163.322,165.53621964786012,2.2142196478601237,Pending,,,,,
S056,Action,165.53621964786012,169.14310037369353,3.606880725833421,Pending,,,,,
S057,Action,169.14310037369353,171.613389743148,2.4702893694544623,Pending,,,,,
S058,Action,171.613389743148,173.92742214658418,2.314032403436158,Pending,,,,,
S059,Action,173.92742214658418,176.4921127588954,2.5646906123112183,Pending,,,,,
S060,Action,176.4921127588954,177.858,1.3658872411046163,Pending,,,,,
S061,Vocal,177.858,178.225,0.367,Pending,,,,,
S062,Action,178.225,181.29015066779655,3.065150667796559,Pending,,,,,
S063,Action,181.29015066779655,184.55256716765288,3.262416499856334,Pending,,,,,
S064,Action,184.55256716765288,187.1353862439957,2.5828190763427985,Pending,,,,,
S065,Action,187.1353862439957,189.34117013268207,2.2057838886863825,Pending,,,,,
S066,Action,189.34117013268207,192.96681724711013,3.625647114428042,Pending,,,,,
S067,Action,192.96681724711013,195.22828820550413,2.261470958393998,Pending,,,,,
S068,Action,195.22828820550413,195.98931972789114,0.7610315223870407,Pending,,,,,
